text;tone
"Случайно узнал об этой клинике, до этого лечился в другом месте почти полтора года. Все лечение заключалось в таблетках и уколах, в итоге мне ничего не помогло. А здесь хоть реально проблему изучили и назначили нормальное комплексное лечение. Результат — я полностью здоров и самочувствие отличное. Спасибо клинике.
                    ";1
"Понравилось отношение и профессионализм врача Константина Вадимовича. Все чётко, быстро, нежно.  Молодец! Спасибо Вам огромное!
                        ";1
"Еда, состояние палаты, санузлов. При выписке никто не предложил кресло-каталку, не проводил до выхода. Мама самостоятельно, при нашем сопровождении, вышла на улицу, и мы направились к КПП. Такси на КПП стоит 5-7 минут, за это время мы не успеваем дойти до этого пункта. При этом ей стало плохо, и мы повторно вернулись в отделение. Такси вызвать к корпусу невозможно, нужно передавать номер машины врачу. Врач не всегда соглашается и может звонить на пост охраны, чтобы пропустили машину. Почему никто не продумал систему провода маломобильных граждан хотя бы до выхода из больницы, на Можайское шоссе, где уже можно пересесть в машину?
                        ";0
"Обратилась в отделение гинекологии по поводу плановой операции. Стремилась именно сюда - была наслышана о мастерстве и высокой квалификации врачей и внимательном отношении всех сотрудников отделения. Все прошло на отлично! Врач Дарья Александровна Рязанцева провела операцию, обеспечила уход, дала рекомендации по реабилитации. Дарья Александровна - врач от Бога! Чёткую и слаженную работу отделения организовал и поддерживает заведующий Ю. В Бехер. Огромная благодарность сестричкам, санитаркам, всему персоналу! Чистота в отделении идеальная. Самое главное - атмосфера доброжелательности и готовности помочь. Буду рекомендовать подругам и родственницам стремиться именно сюда, если будут аналогичные проблемы.
                        ";1
"Попала в больницу по ""Скорой"", боль в правом подреберье, как выяснилось после анализов, у меня камни в желчном пузыре. Сняли воспаление и сказали, что операция плановая. Спустя пару месяцев, позвонил врач и сказал, что операция назначена на 4 июля, быть в больнице 3 июля утром. Лечащим хирургом у меня был Кероб Акопович. Не передать словами, в каком восторге я была от него. Операция прошла успешно, 10 мелких камней я получила в подарок. Всегда вежливо со всеми общался, пусть это молодая девушка, пусть это глухая старушка 85 лет. Всем всё расскажет подробно, успокоит, пошутит. Это хирург от Бога! Хочется спасибо сказать и персоналу, который окружает его, в частности медсестре Людмиле и Ирине, которая берёт кровь. Спасибо Вам огромное!
                        ";1
"[...] муж поступил в нейрореанимацию с инсультом, речь нарушена, правая рука не работает. Я - врач, про лечение инсульта в остром периоде знаю. Но, когда я пришла к нему, то не увидела капельницу, но стоял катетер. Спросила врача, что ему вводят, в надежде на ответ, соответствующий диагнозу. Каково было мое удивление, когда врач сказала, что они в реанимации поддерживают водно-солевой баланс, не более! А все остальное не в их компетенции, мол, основное лечение инсульта торжественно возложено на лечащего врача! А тут и праздники нагрянули некстати... Дают ему таблетки, перевели в палату, катетер сняли! Это лечение инсульта?! [...]! Где лечение? Спросила у дежурного врача, сказали, нет лекарств! Я в шоке! И опять отправили к лечащему врачу! И так шёл 5 день пребывания в больнице с инсультом. Хорошо, что восстановили водно-солевой баланс, а то как мы без водно-солевого-то баланса? Никак! Это наипервейшее средство при инсульте! Теперь о помещении. Ужас - это самое милое слово! Не описать словами! В палате 6 человек, туалет в конце коридора! Как малоподвижному человеку до него добраться? Уток нет, нарядили в памперсы! Единственное хочу сказать о персонале: очень внимательные медсёстры, санитары, вежливые, весьма компетентные, спасибо большое за их труд! Остальное - ужас и кошмар. Такова реальность на сегодняшний день.
                        ";0
"Маму привезли на скорой в предынсультном состоянии. В больнице очень оперативно сделали необходимы обследования. Потом поместили в реанимацию неврологического отделения. В отдалении оказались очень отзывчивые врачи, внимательные и доброжелательные санитарочки. И кто еду развозит, тоже. И еда очень вкусная, в разовой посуде, с разовыми приборами, учитывают, что люди могут по скорой попадать без всего. Спасибо большое докторам, и дай Бог им всего самого наилучшего!
                        ";1
"[...]. На самом деле кошмар, а не больница. Была больница, да. Процветала, а сейчас... Сын лежит в терапии. Именно лежит. Ухода никакого. Поменять памперс - надо звать. Сами не спросят. Встать не может, нет, врач говорит вставай. А как встать, если гемоглобин низкий, резкая слабость? Отнялась рука, чтобы покормили, опять же, проси. У нас что теперь, уход за лежачими тяжелобольными носит теперь заявительный характер? В общем, ужас. Буду писать жалобу в департамент здравоохранения Москвы.
                        ";0
"Поступила в больницу экстренно по направлению из поликлиники. Уже в приемном была приятно удивлена вниманием мед персонала. Через два часа я была уже в операционной. Огромное спасибо и низкий поклон хирургам, которые меня оперировали: Корчагин Г. Н. (золотые руки), Сурма А. С. и Ягубян Г. К. Замечательные хирурги. А Корчагин Г. Н. - потрясающей души человек. После всех операций зашел, узнал самочувствие, в последующие дни спокойно, доходчиво отвечал на все интересующие меня вопросы по поводу операции. Огромное спасибо! Спасибо огромное за то, что подарили мне еще годы жизни, за ваш профессионализм и за вашу человечность.
                        ";1
"Попала в больницу с угрозой выкидыша, в приемном отделении мне попалась очень грубая [...] врач (свое имя она принципиально не говорит). Медперсонал внимательный, вежливый, все проходило комфортно. После праздников вышла Магомедова Л. А. и оказалась моим лечащим врачом. Очень внимательный, тактичный врач. Если есть какие-либо вопросы, все объяснит. Пациент Болдарева Т. В.
                        ";1
"Я после операции ПКС, прошло много времени, присутствует дискомфорт в колене. В травмпункте по месту жительства отправили на консультацию в 71 больницу к Сорокину С. Г.. Утром или днем 14.04.2023 позвонила в поликлинику или больницу, чтобы узнать как записаться и как он работает. По горячей линии сказали, что он принимает в поликлинике в 1 корпусе в 115 кабинете пн, ср, пт с 8:00 до 13:00. Нужно принести с собой направление. Приехала я в пн. 1 корпус платное отделение, 115 каб. - извините, написано ""туалет"". Старшая сестра (приятная и внимательная девушка, и специалист) направила в поликлинику куда я изначально наверное и должна была обращаться. Пришла туда. В кабинете другой специалист и только по предварительной записи. Пошла на ресепшн, там женщины мне сказали, что к нему никак не попасть, нужно ждать очереди и мне позвонят. Зачем я для этого ехала через всю Москву? Я проживаю в ВАО. Зачем так консультировать? Потом меня посылали сотрудники в разные корпуса (напомню, с оперированным больным коленом!), пока врач сам не вышел.
                        ";0
"Добрый день! От чистого сердца поздравляю коллектив Городской клинической больницы №71, имени М. Е. Жадкевича с праздником Вербное Воскресенье. Пользуясь случаем хочу выразить особое уважение всему персоналу отделения микрохирургии и лично хирургу Ларичевой Ларисе Ивановне. В отделение я поступил с травмой кисти ночью. В кротчайшие сроки прошёл оформление и через считанные минуты был на операционном столе. Очень важно видеть в подобной ситуации заботу, желание медицинских работников помочь и чувствовать работу профессионалов. В ходе операции и до выписки из больницы в лице хирургов, врачей, медсестёр, санитаров меня окружали добрые люди. С благодарностью выражаю своё уважение и при выписке сказал спасибо за ваши золотые руки и добрые сердца!
                        ";1
"Перед тем, как поступить в гинекологию больницы, обратилась в поликлинику к врачу Бехеру Ю. В. Он сказал, что принимать меня не будет, народу много, записывайтесь, хотя на руках у меня УЗИ с экстренной госпитализацией, благодаря медсёстрам в регистратуре, они подсказали куда обратиться, я пробыв в приёмном покое 4 часа, всё-таки попала в отделение, где внимательный врач Чебурахтин В. В, осмотрев, сказал, что да, надо делать. Всё объяснил, заходил несколько раз на дню, спрашивал о самочувствии, рассказывал, как будет, что потом. Большое спасибо, что есть такие врачи. А Бехеру Ю. В. желательно повнимательней относиться к таким женщинам, мы приходим к вам с болью...
                        ";1
"Я лежу в терапевтическом отделении, корпус № 6, палата 505. Утром, часов в семь, в палате оборвалась штора, позвали сестру-хозяйку, так, вроде, её должность называется, она пришла, посмотрела и ушла, два часа я лежала на солнцепеке, когда подошла к ней, она в очень грубой форме сказала, что она занята! В течение часа штору всё-таки повесили, но ограничили смыкание штор, солнце светит в палату, нагревая пол, стол, стулья - дышать в палате нечем, окна не открываются (обе створки закручены на черные саморезы!). Попросили врача открыть окна, чтобы проверить, пришла опять сестра-хозяйка с отвёрткой, посмотрела, сказала, что сделать ничего нельзя и ушла. [...], у меня тоже уже болит голова, в общем, как говорят мои соседки по палате - у нас камера пыток. Вроде Москва, вроде такой хороший главврач, почему такое отношение к пациентам?
                        ";0
"Огромная благодарность замечательному доктору Полубояринову Владиславу Андреевичу - он установил стенты в труднодоступном месте, вместо неэффективно работающих шунтов. Профессионал высокого класса, отзывчивый, чуткий врач. Не уходит от вопросов, всё объясняет, перевяжет при необходимости, посоветует, успокоит. Спасибо зав. Отделением Кавтеладзе Зазе Александровичу, что подбирает таких профессионалов с высокими человеческими качествами. Спасибо, что главный врач Александр Мясников правильно организует лечебные процессы. С уважением, Чеснокова Н. Г.
                        ";1
"Находясь в больнице в корпусе 6 (2 отделение неврологии), с утра 18.03.2023 г. обратился к медсестрам на постах с низким давлением. Мне, не проверив давление и не убедившись, ответили, лечитесь чаем, которого я уже выпил две кружки. После пяти минут подошла медсестра и дала таблетку ""Цитрамон"". Знаете, напрашивается ответ, что я не в больнице. А  медсестры приходят не работать, а просидеть штаны. Данный медперсонал даже не вызвал  врача для осмотра. Хотя по всем правилам и обязанностям обязаны. [...].
                        ";0
"Условия в больнице отвратительные, на момент моего нахождения в палате не было воды, туалет женский в коридоре, но там нет раковины. Душ один на этаже, и на 2-й день не было горячей воды. Возможно, мне так повезло. Велись ремонтные работы. По направлению врача-хирурга из поликлиники обратилась в ГКБ 71 в отделение сердечно-сосудистой хирургии на флебэктомию. Моим врачом был Завалишин Станислав Евгеньевич. На консультации он мне все объяснил, что будет, как будет проходить операция, назначил день операции. Дальше все было, как запланировано. На второй день после операции я выписалась. Швы сняли на 10-й день. Хочу выразить огромную благодарность сосудистому хирургу Станиславу Евгеньевичу и его команде за профессионализм, за внимание к пациентам, за заботу и человечность! Также хочу отметить врача анестезиолога Семина Сергея Викторовича, легко и безболезненно сделал эпидуральную анестезию!
                        ";0
"В ноябре 2021 г. попала в отделение травматологии 71 городской больницы с переломом большого бугорка правой плечевой кости. Врач дал понять, что необходимо ставить титановую пластину. Выписали через 4 дня. Дома поняла, что что-то не так, было похоже на непроходящее воспаление, поэтому пластину сняли. Далее при обследовании и сдаче анализов на стафилококк вышло значение 10^6, а также выявлено развитие остеомиелита. Я считаю, что это могло произойти из-за заражения операционной или постановки пластины, видимо, не лучшего качества.
                        ";0
"4 января моего мужа (82 года) вечером на скорой привезли в больницу с подозрением на инсульт и мы час-полтора находились в приемном отделении, впечатление у нас сложилось, мягко говоря, не очень - довольно обшарпанные стены, не слишком ласковый врач... Сутки муж пролежал в реанимации (связи с ним не было), а потом его перевели в 2 неврологическое отделение, я смогла передать ему телефон и привезла всякую еду (начитавшись негативных отзывов). Каково же было мое приятное удивление, когда муж позвонил и рассказал об этом 2 неврологическом! Не только его лечащий врач, не только медсестры, которые закреплены за их палатой, но весь медперсонал и уборщицы исключительно вежливы, приятны в общении, всячески помогают больным, особенно внимательно относятся к пожилым (в некоторых отзывах все было наоборот). Что касается еды, так мой привередливый муж был так доволен качеством и размером порций, что не все даже съедал. В итоге: обшарпанность стен никак не влияет на грамотность и личные качества медперсонала - спасибо им всем, дай Бог им здоровья! Отдельное спасибо поварам, которые так вкусно кормят. […]. Еще раз - спасибо 2 неврологическому отделению.
                        ";1
"Добрый! Проходила обследование в этой больнице. Лежала в отделении эндокринологии. Попала к врачу Никитиной Наталье. Молодой, перспективный специалист. Очень внимательна к пациентам. Во многом помогла с диагностикой. Спасибо большое! Желаю Вам и вашим коллегам здоровья, взаимопонимания, продвижения во всех начинаниях...
                        ";1
"Только сегодня выписала ь из больницы, отделение гинекологии (11.11.2022). Поступила по направлению из ведомственной поликлиники (09.11.2022). Диагноз - эндометриоз и полип под вопросом. Провела в больнице 3 дня. 1. Лечащий врач Людмила Магомедова, отличный специалист. С первого взгляда очень располагает к себе, приятно общаться, очень деликатна и доброжелательна. Она же делала операцию. 2. Медсестры - всегда рядом, всегда отвечают на вопросы, работу знают. Утро начинается с проведения процедур, тут же замер температуры, уколы, капельницы, все работает как часы! 3. Технический персонал - на высоте! Моют, протирают, опять моют и опять протирают. Чистота везде! Каждое утро начинается с подоконников, тумбочки, стол, кровати. Все протирается хлорным раствором. 4. Оснащение палаты. В палате 4 кушетки, 4 тумбочки, обеденный стол и стулья. Тут же туалет и душевая, в каждой палате. Также туалеты на этаже. В туалете достаточное количество нормальной туалетной бумаги. На раковине дозатор с жидким мылом. Постельное белье чисто белое, отглаженное, абсолютно нормальное. 5. Питание. Все подаётся в одноразовых контейнерах, одноразовые ложки вилки чашки. На мой взгляд, питание на 4+. Достойные супы, точно не вода. Все съедобное. Каждый день фрукт, и выпечка - пирожок. Чай в пакетиках, и вечером шиповник, и чашка кефира. Хлеб неограниченно. На этаже 2 кулера, с одноразовыми стаканами, а также горящий большой чайник с кипятком. Больница оставила после себя однозначно, только положительное впечатление. Перед госпитализацией я начиталась просто ужасных отзывов, ехала с опаской. Но, все оказалось совсем наоборот.
                        ";1
"Большое Вам спасибо и благодарность! Благодаря Вашей поликлинике и терапевту Арапхановой Танзиле я успешно был подготовлен к сложной операции и она произведена в Боткинской.
                        ";1
"Положили моего папу на процедуру коронографию сосудов сердца по направлению из центра Петровского в пятницу, сделали все необходимые анализы и измерения, назначили на субботу, на 9 утра. Отношение было нормальное. В субботу утром взяли кровь анализ, сказали ждать. Папа, соответственно, ничего не ест, ждет. Через 2 часа повторный анализ крови (сказали, лаборатория чудит) и все, о папе забыли до 17 часов, никто не заходит, ничего не говорят. Потом решили, что анализ не очень по одному показателю и необходимо поставить капельницу. Папа ни до кого дозваться не может под капельницей, кнопки вызова не работают, в общем, довели до приступа стенокардии, он сам себе брызгал нитроглицерин. В воскресенье все прошло нормально. В понедельник перевели на 3 этаж - врач Давыдова Светлана Сергеевна - ноль контакта и интереса к пациенту, только дают разжижающие таблетки, при этом свои отменила. Утром появляется и все. Очень занята видно. После операции, снова признаки сдавления в груди. Не у кого ни спросить, ни узнать. С. С. Давыдовой все это не интересно... За деньги, может, более внимательное отношение. Неужели все дело в этом?
                        ";0
"Просто отвратительное отношение к больным! Отец онкобольной лежал с жидкостью в легких и брюшной полости. За 3 дня трижды забывали давать таблетки и делать укол! Все через скандал с медсестрой. Лежал на 5 этаже в палате 510. С 9 утра до 18-19 вечера просто никто не подходил вообще к нему. Перевели в другую больницу. [...]! Положили был сильно лучше, за 3 дня в больнице этой забираем ели живого! Сильно хуже состояние, помощи оказано ноль! Укол единственный назначенный просто забывали сделать!
                        ";0
"Попал по скорой. Вода в легких и животе. За четыре дня выпросил 2 таблетки и один укол со скандалом. Персоналу на больных наплевать. Туалет это два [...] унитаза на этаж и один умывальник. Ужасное место. Выписался сам и перешёл в другую больницу.
                        ";0
"Обратилась для уточнения диагноза по плановой госпитализации в неврологическое отделение. Должны были сделать спинномозговую пункцию. Делать её собрались прямо в шестиместной полной палате [...]. Собирались выписать через 2 часа после пункции, хотя в первые сутки лучше лежать и минимально двигаться, быть под наблюдением. Сделали какой-то укол [...]. Название препарата пришлось просто выпытывать у медсестры. Сразу начали отрицать, что вообще сделали укол. Всё вены были в синяках и просто дырах. Пункцию делать там отказалась, потом легла в другую больницу, где сделали всё быстро и идеально. Персонал сразу на ты обращался, сказали, что я просто нервная, хотя самой процедуры я не боялась. В эпикризе написали кучу лекарств [...].
                        ";0
"Привезли сына по скорой, лежал в отделении неврологии № 1. Все было ужасно! Матрас, на котором лежал, уже провалившийся, постельное белье с дырками, еда ужасная! В итоге выписали без диагноза, не разобрались в проблеме, с подозрениями на определённую болезнь, но зато с назначением серьёзных таблеток. Как такое может быть, выписывают домой без диагноза?
                        ";0
"28 августа этого года данную больницу в отделение реанимации поступила моя мама 85 лет с желудочно-кишечным кровотечением, откуда в последствии 29 числа была переведена в отделение терапии. Её лечащим врачом была Селина Юрьевна. В процессе обследования были выявлены множественные язвы пищевода, проводилось лечение, врач сказала, что 9 сентября маме должны будут сделать повторную гастроскопию. 7 сентября мы позвонили Селине Юрьевне, чтобы узнать состояние мамы. Она сказала, что мама ""один сплошной отек"", причина неизвестна, контрольная гастроскопия пока под вопросом, отек они никак снять не могут. Попросила нас позвонить в понедельник. Однако уже на следующий день (!) 8 сентября Селина Юрьевна принялась звонить нам и настаивать на том, чтобы мы забрали маму как можно скорее. Гастроскопию они провели, язвы заживают, дальнейшее лечение - медикаментозное. На мой вопрос: ""А как же ее сильные отёки?"", был дан ответ, что они её «промочегонили», остался только небольшой отек на левой ноге. Врач была готова выписать ее прямо тогда, удалось договориться на субботу. Как же так? Возможно, зав отделением оказала давление на Селину Юрьевну и попросила побыстрее освободить койко-место? Иначе как объяснить такие резкие ""врачебные качели""? Через 4 дня после выписки мама повторно попадает (к большому сожалению!) в эту злополучную больницу в реанимацию с низким давлением. Помимо прочего, маму выписали с сильными пролежнями по всему телу и без зарядки для телефона. [...] женщина в приемном покое проорала, что пролежни ""это не к нам"", а зарядку ""[...] эти ваши из перевозки"". Маме теперь требуется лечение пролежней у хирурга, это они нам будут оплачивать его услуги? Почему такое наплевательское отношение к пожилому беспомощному человеку?! Мама сама медик, всю жизнь лечила людей, помогала им, ее в поселке все знают и уважают, неужели она не заслужила добросовестного качественного лечения и отношения к ней? Это ведь положено законом! В эпикризе про пролежни ни слова!
                        ";0
"Впервые в жизни была госпитализирована в сентябре 2022 года. С плоскостопием обеих стоп. Профессионализм врачей неоспорим. Хочу выразить особую благодарность всему персоналу 2 платного отделения. На послеоперационный период я была абсолютно беспомощна, нельзя даже вставать на ноги. Медсестры и санитарки относились ко мне, как к родной! Персонал работает посменно, и абсолютно все проявили участие и заботу ко мне. Этот первый опыт пребывания в больнице я не забуду никогда! Это не больница, а санаторий 5*! Спасибо огромное врачам и медперсоналу 2 платного отделения!
                        ";1
"Недавно лежала в больнице в связи с травмой кисти. Очень благожелательный персонал. Особенно хотела поблагодарить Пасхина Вячеслава Викторовича, побольше бы таких докторов в нашей стране! [.].
                        ";1
"Лежала в эндокринологии, очень хороший медперсонал, все очень отзывчивые и подходят по первому зову, санитарки постоянно убирают и моют, еда вполне нормальная, голодным не останешься. Врач Никитина Н. А. очень милая, всегда ответит и объяснит, и очень терпеливая, никогда не торопится, особенно учитывая, что большинство пациентов - пожилые люди и многие не понимают сразу. Спасибо всем огромное.
                        ";1
"Хочу выразить свою бесконечную благодарность и сказать огромное человеческое спасибо всем дежурным бригадам докторов-неврологов и медсестрам отделения нейрореанимации ГКБ №71, которые 6 дней боролись за мою жизнь. А жизнь перевернулась в один миг, когда меня полностью обездвижил вирус Гийена-Барре. Вчера я ещё бегала и активно занималась спортом, а сегодня в один момент не почувствовала под собой ног. Болезнь развивалась стремительно. Благодарю Всевышнего, что скорая привезла меня именно в ГКБ №71. Экстренно был начато лечение единственным и очень дорогостоящим препаратом, который применяется при этом заболевании. Капельницы вливали 5 дней с утра до вечера и каждая новая процедура, капля за каплей, возвращала мне чувствительность и движения в ногах. На день введения последней капельницы, я практически заново научилась управлять своими ногами. Впереди ещё предстояла реабилитация, но её пришлось проходить в другом лечебном заведении, т. к. на меня ещё ""напал"" и covid (в реанимацию ведь везут самых тяжёлых, не дожидаясь результатов тестов, просто так вышло). Но то, что было сделано в первые дни реанимации, это дорогого стоит. Слаженный, внимательный коллектив врачей-профессионалов круглосуточно наблюдал за моим состоянием. Сложно выделить кого-то одного из докторов, т. к. за 6 дней реанимации меня каждый дежурный врач вел, как своего личного пациента. Отдельное спасибо заведующему отделения реанимации и интенсивной терапии Талызину Павлу Андреевич за высокий профессионализм, доброжелательное отношение к своим пациентам, тонкое чувство юмора. Даже узнав, что я подцепила covid, он с улыбкой подбодрил меня, сказав, что основную программу лечения я успела пройти полностью, а все остальное-мелочи жизни, т. к. я привита и болезнь протекает бессимптомно. Для прохождения дальнейшем реабилитация мне было подобрано отличное лечебное учреждения - 1-й Госпиталь Ветеранов войн. Но даже находясь уже на лечении в госпитале, ко мне из нейрореанимации ГКБ №71 приезжала доктор с поручением от коллег узнать, как проходит у меня процесс восстановления и как я себя чувствую. Это было так трогательно и по-человечески, просто до слез. Я не ожидала такого к себе внимания и заботы. А это дорогого стоит! Спасибо еще раз всем докторам, всему мед. персоналу отделения за ваш нелёгкий и очень нужный нам всем труд! Берегите себя и будьте здоровы!
                        ";1
"Понравилось отношение к пациентам всего медицинского и обслуживающего персонала. Ранее оставила отзыв - благодарность прекрасному хирургу Бехер Юрию Васильевичу. Также благодарна лечащему врачу Рязанцевой Дарье Александровне. Очень приятная женщина, позитивная, внимательная, тактичная. Кроме этого, она просто красивая женщина, с которой легко общаться, которая внушает доверие. Побольше таких докторов, и у нас все будет хорошо!
                        ";1
"Мне очень понравилась эта больница! Впечатления остались исключительно положительные. Весь медицинский персонал был вежлив, приветлив и доброжелателен. Я в восторге от такого человеческого отношения к больным, за три дня, мне казалось, что я попала в маленькую семью, где все друг другу сопереживают и заботятся. В этой больнице, действительно, работают люди, которые любят свою работу и готовы помочь. Отдельно хочу сказать слова благодарности заведующему микрохирургическим отделением - Чичкину Валерию Геннадьевичу. Он проводил мне операцию, я осталась очень довольна! Большое человеческое спасибо! Также хотелось выделить питание - просто бомба (почти пять раз в день), как в санатории. Первое, второе и компот - всё было и всё вкусно! За три дня я отъелась на неделю... Ремонт в отделении микрохирургии (6 этаж 7 корпус) хороший, в палате есть холодильник, туалет и душ, всё цивильно и чисто. Мне всё понравилось, недавно выписалась и до сих пор пребываю в восторге. В сентябре мне предстоит операция по удалению спиц, теперь только туда и только с улыбкой!
                        ";1
